opponent,result,win,loss,margin,location,opponent rating
Florida Intl,1,8,4,10,AWAY,0.475982875318223
Virginia,1,7,5,4,HOME,0.523953179912563
Ball St,1,4,8,28,HOME,0.194642348013845
Rutgers,1,1,11,7,AWAY,0.142195290938339
Maryland,1,5,7,2,HOME,0.461267331603312
Michigan St,0,7,5,14,HOME,0.544591531393688
Ohio St,0,12,1,23,AWAY,0.794079344659673
Iowa,0,8,4,26,HOME,0.648865014312003
Penn St,0,9,3,5,HOME,0.697394135264368
Minnesota,0,6,6,7,AWAY,0.458137990603829
Michigan,0,10,2,11,AWAY,0.822928100511648
Purdue,0,6,6,7,HOME,0.5428304930475
