opponent,result,win,loss,margin,location,opponent rating
FCS,1,8,106,31,HOME,0.000769998244192226
N Illinois,1,8,5,11,AWAY,0.512425574248057
Stanford,1,8,4,19,AWAY,0.61294634639621
Arizona,1,5,7,32,HOME,0.42753875764292
USC,1,5,7,13,HOME,0.440537069586333
UCLA,1,3,9,31,AWAY,0.280733958670922
Oregon,1,8,4,7,HOME,0.505073020726282
Colorado,1,5,7,23,AWAY,0.347842752816767
BYU,1,6,6,8,HOME,0.468920807623431
Washington,0,10,3,14,HOME,0.679428969852715
Washington St,0,10,2,4,AWAY,0.674582596015174
Arizona St,0,7,5,18,AWAY,0.545411390581512
Washington,0,10,3,7,NEUTRAL,0.679428969852715
