opponent,result,win,loss,margin,location,opponent rating
North Carolina,1,2,9,22,HOME,0.260469377823359
Old Dominion,1,4,8,2,HOME,0.249476996007373
Connecticut,1,1,11,34,HOME,0.0609382834729059
FCS,0,8,106,5,HOME,0.000769998244192226
South Florida,0,7,5,7,AWAY,0.43506939815558
Temple,0,8,4,43,AWAY,0.574495390132135
Houston,0,8,4,22,HOME,0.525693614507003
UCF,0,12,0,27,HOME,0.824142322793354
Memphis,0,8,5,18,HOME,0.555004023858093
Tulane,0,6,6,6,AWAY,0.416988084377754
Cincinnati,0,10,2,50,AWAY,0.662508498612961
NC State,0,9,3,55,AWAY,0.658476757405083
