opponent,result,win,loss,margin,location,opponent rating
FCS,1,8,106,23,HOME,0.000769998244192226
Colorado,1,5,7,7,AWAY,0.347842752816767
Ohio St,0,12,1,46,AWAY,0.794079344659673
Nevada,0,7,5,2,AWAY,0.440983667473
Arizona,0,5,7,21,HOME,0.42753875764292
Arizona St,0,7,5,28,AWAY,0.545411390581512
Washington St,0,10,2,19,HOME,0.674582596015174
California,0,7,5,42,HOME,0.419560912467013
USC,0,5,7,17,HOME,0.440537069586333
Stanford,0,8,4,31,AWAY,0.61294634639621
Washington,0,10,3,19,AWAY,0.679428969852715
Oregon,0,8,4,40,HOME,0.505073020726282
