opponent,result,win,loss,margin,location,opponent rating
FCS,1,8,106,38,HOME,0.000769998244192226
Temple,1,8,4,7,AWAY,0.574495390132135
E Michigan,1,7,5,7,HOME,0.451471882561525
Rutgers,1,1,11,29,AWAY,0.142195290938339
C Michigan,1,1,11,10,AWAY,0.107247264944998
Akron,1,4,8,18,HOME,0.227510841608756
Toledo,1,7,5,14,AWAY,0.486054902807487
Miami OH,1,6,6,9,HOME,0.45837188133336
Kent,1,2,10,34,HOME,0.134175713618153
Bowling Green,1,3,9,30,AWAY,0.140385424802793
Army,0,9,2,29,HOME,0.592703055035996
Ohio,0,8,4,35,AWAY,0.603861584109007
N Illinois,0,8,5,1,NEUTRAL,0.512425574248057
