opponent,result,win,loss,margin,location,opponent rating
South Alabama,1,3,9,4,AWAY,0.198141556916694
FCS,1,8,106,37,HOME,0.000769998244192226
North Texas,1,9,3,2,AWAY,0.566226921948455
UT San Antonio,1,3,9,28,AWAY,0.157072136220403
UTEP,1,1,11,7,HOME,0
FL Atlantic,1,5,7,8,AWAY,0.461693554039236
Rice,1,2,11,15,HOME,0.087561129839736
LSU,0,9,3,17,AWAY,0.726814543315172
UAB,0,10,3,21,HOME,0.521923000912338
Mississippi St,0,8,4,42,AWAY,0.700152924782952
Southern Miss,0,6,5,1,AWAY,0.347237402073064
WKU,0,3,9,15,HOME,0.216702075652369
