opponent,result,win,loss,margin,location,opponent rating
Memphis,1,8,5,1,HOME,0.555004023858093
FCS,1,8,106,30,HOME,0.000769998244192226
Tulsa,1,3,9,8,HOME,0.248278564102298
Hawaii,0,8,5,18,AWAY,0.423791787116062
SMU,0,5,7,1,AWAY,0.344428491763609
Air Force,0,5,7,28,AWAY,0.419626714314724
Temple,0,8,4,7,HOME,0.574495390132135
Houston,0,8,4,13,HOME,0.525693614507003
Notre Dame,0,12,0,22,NEUTRAL,0.874948495859429
Cincinnati,0,10,2,42,AWAY,0.662508498612961
UCF,0,12,0,11,AWAY,0.824142322793354
Tulane,0,6,6,1,AWAY,0.416988084377754
