opponent,result,win,loss,margin,location,opponent rating
Maryland,1,5,7,21,AWAY,0.461267331603312
Tulsa,1,3,9,14,HOME,0.248278564102298
East Carolina,1,3,9,43,HOME,0.235473530796368
Navy,1,3,9,7,AWAY,0.324077406998877
Cincinnati,1,10,2,7,HOME,0.662508498612961
Houston,1,8,4,10,AWAY,0.525693614507003
South Florida,1,7,5,10,HOME,0.43506939815558
Connecticut,1,1,11,50,AWAY,0.0609382834729059
FCS,0,8,106,2,HOME,0.000769998244192226
Buffalo,0,10,3,7,HOME,0.548891754404769
Boston College,0,7,5,10,AWAY,0.583380130118003
UCF,0,12,0,12,AWAY,0.824142322793354
