opponent,result,win,loss,margin,location,opponent rating
FCS,1,8,106,41,HOME,0.000769998244192226
Bowling Green,1,3,9,46,HOME,0.140385424802793
Louisville,1,2,10,35,AWAY,0.229406836627335
Virginia Tech,1,6,6,21,AWAY,0.439317027736125
North Carolina,1,2,9,10,AWAY,0.260469377823359
Miami FL,1,7,5,6,HOME,0.540586158977233
Virginia,1,7,5,3,HOME,0.523953179912563
South Florida,0,7,5,11,AWAY,0.43506939815558
Pittsburgh,0,7,6,5,AWAY,0.539907904792352
Clemson,0,13,0,28,HOME,0.961719907014965
Duke,0,7,5,14,HOME,0.5192774409515
Georgia,0,11,2,24,AWAY,0.853521788113883
