opponent,result,win,loss,margin,location,opponent rating
Bowling Green,1,3,9,15,AWAY,0.140385424802793
Akron,1,4,8,24,AWAY,0.227510841608756
Kent,1,2,10,25,HOME,0.134175713618153
Ohio,1,8,4,2,HOME,0.603861584109007
N Illinois,1,8,5,6,AWAY,0.512425574248057
Ball St,1,4,8,21,HOME,0.194642348013845
Marshall,0,8,4,7,HOME,0.531754889860287
Cincinnati,0,10,2,21,AWAY,0.662508498612961
Minnesota,0,6,6,23,AWAY,0.458137990603829
W Michigan,0,7,5,1,HOME,0.460361066971564
Army,0,9,2,1,AWAY,0.592703055035996
Buffalo,0,10,3,9,AWAY,0.548891754404769
