opponent,result,win,loss,margin,location,opponent rating
FCS,1,8,106,12,HOME,0.000769998244192226
Kentucky,0,9,3,15,AWAY,0.662329133530505
Kansas,0,3,9,24,HOME,0.221018492957153
N Illinois,0,8,5,8,AWAY,0.512425574248057
Michigan St,0,7,5,11,AWAY,0.544591531393688
Buffalo,0,10,3,10,HOME,0.548891754404769
Ball St,0,4,8,1,HOME,0.194642348013845
W Michigan,0,7,5,25,HOME,0.460361066971564
Akron,0,4,8,7,AWAY,0.227510841608756
E Michigan,0,7,5,10,AWAY,0.451471882561525
Bowling Green,0,3,9,11,HOME,0.140385424802793
Toledo,0,7,5,38,AWAY,0.486054902807487
