opponent,result,win,loss,margin,location,opponent rating
FCS,1,8,106,52,HOME,0.000769998244192226
Tulane,1,6,6,7,HOME,0.416988084377754
Charlotte,1,5,7,21,HOME,0.323727691666351
Louisiana Tech,1,7,5,21,AWAY,0.441140405717563
Rice,1,2,11,42,AWAY,0.087561129839736
North Texas,1,9,3,8,HOME,0.566226921948455
UTEP,1,1,11,19,AWAY,0
UT San Antonio,1,3,9,49,HOME,0.157072136220403
Southern Miss,1,6,5,3,HOME,0.347237402073064
MTSU,1,8,5,2,AWAY,0.484435690225168
Coastal Car,0,5,7,23,AWAY,0.311564379778839
Texas A&M,0,8,4,21,AWAY,0.612204350528535
MTSU,0,8,5,24,AWAY,0.484435690225168
