opponent,result,win,loss,margin,location,opponent rating
UT San Antonio,1,3,9,42,HOME,0.157072136220403
Michigan St,1,7,5,3,HOME,0.544591531393688
Oregon St,1,2,10,28,HOME,0.173732331314971
USC,1,5,7,3,AWAY,0.440537069586333
Utah,1,9,4,18,HOME,0.642840902543242
UCLA,1,3,9,3,HOME,0.280733958670922
Arizona,1,5,7,1,AWAY,0.42753875764292
San Diego St,0,7,5,7,AWAY,0.479206894566261
Washington,0,10,3,7,AWAY,0.679428969852715
Colorado,0,5,7,7,AWAY,0.347842752816767
Stanford,0,8,4,7,HOME,0.61294634639621
Oregon,0,8,4,2,AWAY,0.505073020726282
