8/29/1998,Colorado St,23,Michigan St,16,7
8/29/1998,Nebraska,56,Louisiana Tech,27,29
8/30/1998,USC,27,Purdue,17,10
8/31/1998,Florida St,23,Texas A&M,14,9
9/3/1998,Arizona,27,Hawaii,6,21
9/3/1998,NC State,34,Ohio,31,3
9/3/1998,Northern Iowa,13,E Michigan,10,3
9/3/1998,Virginia,19,Auburn,0,19
9/3/1998,W Michigan,37,N Illinois,23,14
9/5/1998,Air Force,42,Wake Forest,0,42
9/5/1998,Alabama,38,BYU,31,7
9/5/1998,Arkansas,38,ULL,17,21
9/5/1998,Boise St,26,CS Northridge,13,13
9/5/1998,Boston College,41,Georgia Tech,31,10
9/5/1998,California,14,Houston,10,4
9/5/1998,UCF,64,Louisiana Tech,30,34
9/5/1998,Clemson,33,Furman,0,33
9/5/1998,Colorado,42,Colorado St,14,28
9/5/1998,Duke,24,W Carolina,10,14
9/5/1998,Florida,49,Citadel,10,39
9/5/1998,Georgia,56,Kent,3,53
9/5/1998,Idaho,31,E Washington,14,17
9/5/1998,Iowa,38,C Michigan,0,38
9/5/1998,Kansas St,66,Indiana St,0,66
9/5/1998,Kentucky,68,Louisville,34,34
9/5/1998,Marshall,27,Akron,16,11
9/5/1998,Maryland,23,James Madison,15,8
9/5/1998,Miami FL,66,ETSU,17,49
9/5/1998,Miami OH,13,North Carolina,10,3
9/5/1998,Minnesota,17,Arkansas St,14,3
9/5/1998,Mississippi,30,Memphis,10,20
9/5/1998,Mississippi St,42,Vanderbilt,0,42
9/5/1998,Missouri,37,Bowling Green,0,37
9/5/1998,Nebraska,38,UAB,7,31
9/5/1998,New Mexico,38,Idaho St,9,29
9/5/1998,ULM,44,Nicholls St,10,34
9/5/1998,Northwestern,41,UNLV,7,34
9/5/1998,Notre Dame,36,Michigan,20,16
9/5/1998,Ohio St,34,West Virginia,17,17
9/5/1998,Oklahoma,37,North Texas,9,28
9/5/1998,Oklahoma St,38,Kansas,28,10
9/5/1998,Oregon,48,Michigan St,14,34
9/5/1998,Oregon St,48,Nevada,6,42
