opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,14,HOME,0
Arizona St,1,7,6,7,HOME,0.523774251519672
E Michigan,1,7,6,3,HOME,0.439358785186795
Boise St,1,10,3,6,AWAY,0.661241436284587
Air Force,1,5,7,4,HOME,0.426229925953771
San Jose St,1,1,11,3,HOME,0.175465955153662
New Mexico,1,3,9,8,AWAY,0.251854482513044
Stanford,0,9,4,21,AWAY,0.614297157377443
Nevada,0,8,5,4,AWAY,0.462549617874116
UNLV,0,4,8,3,HOME,0.252051625752559
Fresno St,0,12,2,9,AWAY,0.717287526132863
Hawaii,0,8,6,1,HOME,0.408150406620541
Ohio,0,9,4,27,NEUTRAL,0.62572196696955
