opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,48,HOME,0
SMU,1,5,7,30,AWAY,0.332345710726131
Iowa St,1,8,5,3,HOME,0.561229793368094
Kansas St,1,5,7,1,HOME,0.47285293300288
Baylor,1,7,6,7,AWAY,0.457475899245689
Oklahoma St,1,7,6,7,HOME,0.534968323353985
California,1,7,6,3,NEUTRAL,0.411141116490325
Ohio St,0,13,1,12,HOME,0.790511988190006
Texas,0,10,4,15,AWAY,0.640071305086225
Texas Tech,0,5,7,3,HOME,0.435467242517456
Oklahoma,0,12,2,25,HOME,0.764740060188682
Kansas,0,3,9,1,AWAY,0.224065447147087
West Virginia,0,8,4,37,AWAY,0.656882056858188
