opponent,result,win,loss,margin,location,opponent rating
Troy,1,10,3,36,AWAY,0.591800333421546
Connecticut,1,1,11,55,HOME,0.0489040710715356
Wyoming,1,6,6,20,AWAY,0.426410626815904
Nevada,1,8,5,4,AWAY,0.462549617874116
Colorado St,1,3,9,28,HOME,0.173139698929123
Air Force,1,5,7,10,AWAY,0.426229925953771
BYU,1,7,6,5,HOME,0.507034915829849
Fresno St,1,12,2,7,HOME,0.717287526132863
New Mexico,1,3,9,31,AWAY,0.251854482513044
Utah St,1,11,2,9,HOME,0.709348819577072
Oklahoma St,0,7,6,23,AWAY,0.534968323353985
San Diego St,0,7,6,6,HOME,0.453631722244208
Fresno St,0,12,2,3,HOME,0.717287526132863
