opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,34,HOME,0
Purdue,1,6,7,1,AWAY,0.506030059410647
Toledo,1,7,6,2,HOME,0.461848721670677
Ball St,1,4,8,22,AWAY,0.192343675937456
C Michigan,1,1,11,10,HOME,0.100403986752639
Akron,1,4,8,20,HOME,0.22443914083795
Kent,1,2,10,8,AWAY,0.13037200946916
Buffalo,0,10,4,7,AWAY,0.523867008423118
San Diego St,0,7,6,3,AWAY,0.453631722244208
N Illinois,0,8,6,3,HOME,0.480862392379283
W Michigan,0,7,6,3,AWAY,0.418516102398501
Army,0,11,2,15,HOME,0.640276175877117
Ga Southern,0,10,3,2,NEUTRAL,0.603455934758269
