opponent,result,win,loss,margin,location,opponent rating
UCLA,1,3,9,9,AWAY,0.277638620281538
Miami OH,1,6,6,21,HOME,0.460810460375801
FCS,1,7,105,56,HOME,0
Ohio,1,9,4,4,HOME,0.62572196696955
Connecticut,1,1,11,42,AWAY,0.0489040710715356
Tulane,1,7,6,16,HOME,0.446451273888092
SMU,1,5,7,6,AWAY,0.332345710726131
Navy,1,3,10,42,HOME,0.315103022448376
South Florida,1,7,6,12,HOME,0.400887011838441
East Carolina,1,3,9,50,HOME,0.216695196065081
Virginia Tech,1,6,7,4,NEUTRAL,0.430625847701096
Temple,0,8,5,7,AWAY,0.522150088392504
UCF,0,12,1,25,AWAY,0.774701532567457
