opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,68,HOME,0
Georgia St,1,2,10,19,AWAY,0.19549994605228
Miami OH,1,6,6,1,AWAY,0.460810460375801
E Michigan,1,7,6,3,HOME,0.439358785186795
Bowling Green,1,3,9,7,AWAY,0.135938255373641
C Michigan,1,1,11,25,AWAY,0.100403986752639
N Illinois,1,8,6,7,HOME,0.480862392379283
Syracuse,0,10,3,13,HOME,0.678292056994081
Michigan,0,10,3,46,AWAY,0.764887421508679
Toledo,0,7,6,27,HOME,0.461848721670677
Ohio,0,9,4,45,HOME,0.62572196696955
Ball St,0,4,8,1,AWAY,0.192343675937456
BYU,0,7,6,31,NEUTRAL,0.507034915829849
