opponent,result,win,loss,margin,location,opponent rating
San Diego St,1,7,6,21,HOME,0.453631722244208
USC,1,5,7,14,HOME,0.438914806858621
FCS,1,7,105,20,HOME,0
Oregon,1,9,4,7,AWAY,0.520947378286872
Arizona St,1,7,6,7,AWAY,0.523774251519672
Oregon St,1,2,10,31,HOME,0.173945302331521
UCLA,1,3,9,7,AWAY,0.277638620281538
California,1,7,6,10,AWAY,0.411141116490325
Pittsburgh,1,7,7,1,NEUTRAL,0.521348597019389
Notre Dame,0,12,1,21,AWAY,0.844437257140175
Utah,0,9,5,19,HOME,0.608802068565144
Washington St,0,11,2,3,HOME,0.679506486962448
Washington,0,10,4,4,AWAY,0.660745564115389
