opponent,result,win,loss,margin,location,opponent rating
UTEP,1,1,11,7,AWAY,0.0110207184927679
Liberty,1,6,6,8,HOME,0.355251247841316
FCS,1,7,105,10,HOME,0
Wyoming,0,6,6,22,HOME,0.426410626815904
Minnesota,0,7,6,38,AWAY,0.499302449191155
Utah St,0,11,2,47,AWAY,0.709348819577072
New Mexico,0,3,9,17,HOME,0.251854482513044
Louisiana,0,7,7,28,AWAY,0.44271414717056
Ga Southern,0,10,3,17,HOME,0.603455934758269
Texas St,0,3,9,7,AWAY,0.214944336660906
BYU,0,7,6,35,AWAY,0.507034915829849
Liberty,0,6,6,7,AWAY,0.355251247841316
