opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,40,HOME,0
Bowling Green,1,3,9,7,AWAY,0.135938255373641
Illinois,0,4,8,7,AWAY,0.253418513765241
Penn St,0,9,4,53,AWAY,0.665754163150452
Mississippi,0,5,7,21,AWAY,0.449271175770247
Ball St,0,4,8,28,AWAY,0.192343675937456
Ohio,0,9,4,1,HOME,0.62572196696955
Miami OH,0,6,6,25,AWAY,0.460810460375801
Akron,0,4,8,1,HOME,0.22443914083795
Buffalo,0,10,4,34,AWAY,0.523867008423118
Toledo,0,7,6,22,HOME,0.461848721670677
E Michigan,0,7,6,8,HOME,0.439358785186795
