opponent,result,win,loss,margin,location,opponent rating
Old Dominion,1,4,8,8,AWAY,0.25538627982597
Massachusetts,1,4,8,39,HOME,0.254343288251207
FCS,1,7,105,46,HOME,0
MTSU,1,8,6,3,HOME,0.467875704477403
Rice,1,2,11,19,HOME,0.0981415157038384
WKU,1,3,9,21,AWAY,0.229427327829947
UT San Antonio,1,3,9,38,AWAY,0.172267348865855
Charlotte,1,5,7,7,AWAY,0.337664457437358
Toledo,1,7,6,3,NEUTRAL,0.461848721670677
Indiana,0,5,7,10,HOME,0.422050186990607
Miami FL,0,7,6,14,AWAY,0.503470154008589
FL Atlantic,0,5,7,35,HOME,0.464365244957502
Marshall,0,9,4,3,HOME,0.556808262874295
