opponent,result,win,loss,margin,location,opponent rating
California,1,7,6,30,AWAY,0.411141116490325
Arizona,1,5,7,1,HOME,0.424066220940179
USC,1,5,7,7,HOME,0.438914806858621
Cincinnati,0,11,2,9,HOME,0.655429618417824
Oklahoma,0,12,2,28,AWAY,0.764740060188682
Fresno St,0,12,2,24,HOME,0.717287526132863
Colorado,0,5,7,22,AWAY,0.345555373227308
Washington,0,10,4,7,HOME,0.660745564115389
Utah,0,9,5,31,HOME,0.608802068565144
Oregon,0,9,4,21,AWAY,0.520947378286872
Arizona St,0,7,6,3,AWAY,0.523774251519672
Stanford,0,9,4,7,HOME,0.614297157377443
