opponent,result,win,loss,margin,location,opponent rating
Memphis,1,8,6,1,HOME,0.524851937999456
FCS,1,7,105,30,HOME,0
Tulsa,1,3,9,8,HOME,0.241391716481203
Hawaii,0,8,6,18,AWAY,0.408150406620541
SMU,0,5,7,1,AWAY,0.332345710726131
Air Force,0,5,7,28,AWAY,0.426229925953771
Temple,0,8,5,7,HOME,0.522150088392504
Houston,0,8,5,13,HOME,0.479970439263144
Notre Dame,0,12,1,22,NEUTRAL,0.844437257140175
Cincinnati,0,11,2,42,AWAY,0.655429618417824
UCF,0,12,1,11,AWAY,0.774701532567457
Tulane,0,7,6,1,AWAY,0.446451273888092
Army,0,11,2,7,NEUTRAL,0.640276175877117
