opponent,result,win,loss,margin,location,opponent rating
Massachusetts,1,4,8,34,HOME,0.254343288251207
FCS,1,7,105,48,HOME,0
Wake Forest,1,7,6,7,AWAY,0.501173626857492
Temple,1,8,5,10,HOME,0.522150088392504
Louisville,1,2,10,18,HOME,0.235775221413613
Miami FL,1,7,6,13,HOME,0.503470154008589
Virginia Tech,1,6,7,10,AWAY,0.430625847701096
Purdue,0,6,7,17,AWAY,0.506030059410647
NC State,0,9,4,5,AWAY,0.62288371551841
Clemson,0,14,0,20,HOME,0.990812692799921
Florida St,0,5,7,1,AWAY,0.436235351803227
Syracuse,0,10,3,21,HOME,0.678292056994081
