opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,10,HOME,0
N Illinois,1,8,6,18,HOME,0.480862392379283
Louisville,1,2,10,4,AWAY,0.235775221413613
Wake Forest,1,7,6,21,HOME,0.501173626857492
Boston College,1,7,5,1,HOME,0.581846892013108
Virginia Tech,0,6,7,21,HOME,0.430625847701096
Syracuse,0,10,3,23,AWAY,0.678292056994081
Miami FL,0,7,6,1,AWAY,0.503470154008589
Clemson,0,14,0,49,HOME,0.990812692799921
NC State,0,9,4,19,AWAY,0.62288371551841
Notre Dame,0,12,1,29,AWAY,0.844437257140175
Florida,0,10,3,27,HOME,0.692193350891771
