opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,28,HOME,0
UT San Antonio,1,3,9,17,AWAY,0.172267348865855
Kansas,1,3,9,19,HOME,0.224065447147087
Kansas St,1,5,7,3,HOME,0.47285293300288
Oklahoma St,1,7,6,4,HOME,0.534968323353985
Texas Tech,1,5,7,11,NEUTRAL,0.435467242517456
Vanderbilt,1,6,7,7,NEUTRAL,0.509932850757502
Duke,0,8,5,13,HOME,0.567534200408638
Oklahoma,0,12,2,33,AWAY,0.764740060188682
Texas,0,10,4,6,AWAY,0.640071305086225
West Virginia,0,8,4,44,AWAY,0.656882056858188
Iowa St,0,8,5,14,AWAY,0.561229793368094
TCU,0,7,6,7,HOME,0.487010655749268
