opponent,result,win,loss,margin,location,opponent rating
Texas St,1,3,9,28,HOME,0.214944336660906
Ohio St,0,13,1,49,AWAY,0.790511988190006
Kansas,0,3,9,41,AWAY,0.224065447147087
Buffalo,0,10,4,29,HOME,0.523867008423118
Indiana,0,5,7,7,HOME,0.422050186990607
Illinois,0,4,8,21,HOME,0.253418513765241
Maryland,0,5,7,27,AWAY,0.454061818330507
Northwestern,0,9,5,3,HOME,0.592124234277441
Wisconsin,0,8,5,14,AWAY,0.567958674097364
Michigan,0,10,3,35,HOME,0.764887421508679
Penn St,0,9,4,13,HOME,0.665754163150452
Michigan St,0,7,6,4,AWAY,0.520428272751941
