opponent,result,win,loss,margin,location,opponent rating
Ball St,1,4,8,8,AWAY,0.192343675937456
UTEP,1,1,11,24,HOME,0.0110207184927679
Louisiana Tech,1,8,5,15,AWAY,0.479172964225609
Wisconsin,0,8,5,31,AWAY,0.567958674097364
FCS,0,7,105,3,HOME,0
Louisville,0,2,10,3,AWAY,0.235775221413613
Marshall,0,9,4,3,HOME,0.556808262874295
Charlotte,0,5,7,26,AWAY,0.337664457437358
Old Dominion,0,4,8,3,HOME,0.25538627982597
Florida Intl,0,9,4,21,HOME,0.497134971571666
MTSU,0,8,6,19,AWAY,0.467875704477403
FL Atlantic,0,5,7,19,AWAY,0.464365244957502
