opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,31,HOME,0
Oregon St,1,2,10,21,AWAY,0.173945302331521
California,1,7,6,7,HOME,0.411141116490325
Oregon,1,9,4,29,HOME,0.520947378286872
Colorado,1,5,7,8,HOME,0.345555373227308
BYU,0,7,6,5,HOME,0.507034915829849
Houston,0,8,5,27,AWAY,0.479970439263144
USC,0,5,7,4,HOME,0.438914806858621
Utah,0,9,5,32,AWAY,0.608802068565144
UCLA,0,3,9,1,AWAY,0.277638620281538
Washington St,0,11,2,41,AWAY,0.679506486962448
Arizona St,0,7,6,1,HOME,0.523774251519672
