opponent,result,win,loss,margin,location,opponent rating
Tennessee,1,5,7,26,NEUTRAL,0.422015962637634
FCS,1,7,105,35,HOME,0
Kansas St,1,5,7,29,HOME,0.47285293300288
Texas Tech,1,5,7,8,AWAY,0.435467242517456
Kansas,1,3,9,16,HOME,0.224065447147087
Baylor,1,7,6,44,HOME,0.457475899245689
Texas,1,10,4,1,AWAY,0.640071305086225
TCU,1,7,6,37,HOME,0.487010655749268
Iowa St,0,8,5,16,AWAY,0.561229793368094
Oklahoma St,0,7,6,4,AWAY,0.534968323353985
Oklahoma,0,12,2,3,HOME,0.764740060188682
Syracuse,0,10,3,16,NEUTRAL,0.678292056994081
