opponent,result,win,loss,margin,location,opponent rating
WKU,1,3,9,31,HOME,0.229427327829947
New Mexico,1,3,9,31,HOME,0.251854482513044
Iowa,1,9,4,11,AWAY,0.662166177976944
Nebraska,1,4,8,17,HOME,0.415285209031898
Illinois,1,4,8,29,HOME,0.253418513765241
Rutgers,1,1,11,14,HOME,0.138612686040577
Purdue,1,6,7,3,AWAY,0.506030059410647
Miami FL,1,7,6,32,NEUTRAL,0.503470154008589
BYU,0,7,6,3,HOME,0.507034915829849
Michigan,0,10,3,25,AWAY,0.764887421508679
Northwestern,0,9,5,14,AWAY,0.592124234277441
Penn St,0,9,4,12,AWAY,0.665754163150452
Minnesota,0,7,6,22,HOME,0.499302449191155
