opponent,result,win,loss,margin,location,opponent rating
Minnesota,1,7,6,25,HOME,0.499302449191155
FCS,1,7,105,36,HOME,0
Illinois,1,4,8,19,HOME,0.253418513765241
Michigan St,1,7,6,3,HOME,0.520428272751941
Colorado,0,5,7,5,HOME,0.345555373227308
Troy,0,10,3,5,HOME,0.591800333421546
Michigan,0,10,3,46,AWAY,0.764887421508679
Purdue,0,6,7,14,HOME,0.506030059410647
Wisconsin,0,8,5,17,AWAY,0.567958674097364
Northwestern,0,9,5,3,AWAY,0.592124234277441
Ohio St,0,13,1,5,AWAY,0.790511988190006
Iowa,0,9,4,3,AWAY,0.662166177976944
