opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,7,HOME,0
C Michigan,1,1,11,11,AWAY,0.100403986752639
Akron,1,4,8,15,AWAY,0.22443914083795
Oregon,0,9,4,34,AWAY,0.520947378286872
Maryland,0,5,7,31,HOME,0.454061818330507
Miami OH,0,6,6,15,HOME,0.460810460375801
Georgia Tech,0,7,6,46,AWAY,0.487344960542351
Toledo,0,7,6,16,AWAY,0.461848721670677
W Michigan,0,7,6,7,HOME,0.418516102398501
Ohio,0,9,4,35,AWAY,0.62572196696955
Kent,0,2,10,7,HOME,0.13037200946916
Buffalo,0,10,4,30,HOME,0.523867008423118
