opponent,result,win,loss,margin,location,opponent rating
Rice,1,2,11,18,AWAY,0.0981415157038384
Arizona,1,5,7,27,HOME,0.424066220940179
FCS,1,7,105,56,HOME,0
Tulsa,1,3,9,15,HOME,0.241391716481203
East Carolina,1,3,9,22,AWAY,0.216695196065081
Navy,1,3,10,13,AWAY,0.315103022448376
South Florida,1,7,6,21,HOME,0.400887011838441
Tulane,1,7,6,31,HOME,0.446451273888092
Texas Tech,0,5,7,14,AWAY,0.435467242517456
SMU,0,5,7,14,AWAY,0.332345710726131
Temple,0,8,5,10,HOME,0.522150088392504
Memphis,0,8,6,21,AWAY,0.524851937999456
Army,0,11,2,56,NEUTRAL,0.640276175877117
