opponent,result,win,loss,margin,location,opponent rating
SMU,1,5,7,23,HOME,0.332345710726131
FCS,1,7,105,42,HOME,0
Arkansas,1,2,10,27,AWAY,0.269561279087869
Liberty,1,6,6,40,AWAY,0.355251247841316
UTEP,1,1,11,3,AWAY,0.0110207184927679
Southern Miss,1,6,5,23,HOME,0.357423567738257
Rice,1,2,11,24,HOME,0.0981415157038384
FL Atlantic,1,5,7,3,HOME,0.464365244957502
UT San Antonio,1,3,9,3,AWAY,0.172267348865855
Louisiana Tech,0,8,5,2,HOME,0.479172964225609
UAB,0,11,3,8,AWAY,0.56055806620704
Old Dominion,0,4,8,3,AWAY,0.25538627982597
Utah St,0,11,2,39,NEUTRAL,0.709348819577072
