opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,29,HOME,0
Ohio,1,9,4,14,NEUTRAL,0.62572196696955
Louisville,1,2,10,24,HOME,0.235775221413613
Miami FL,1,7,6,3,HOME,0.503470154008589
Duke,1,8,5,14,AWAY,0.567534200408638
North Carolina,1,2,9,10,HOME,0.256631219072605
Liberty,1,6,6,21,HOME,0.355251247841316
South Carolina,1,7,6,28,NEUTRAL,0.514710547566948
Indiana,0,5,7,4,AWAY,0.422050186990607
NC State,0,9,4,14,AWAY,0.62288371551841
Pittsburgh,0,7,7,10,HOME,0.521348597019389
Georgia Tech,0,7,6,3,AWAY,0.487344960542351
Virginia Tech,0,6,7,3,AWAY,0.430625847701096
