opponent,result,win,loss,margin,location,opponent rating
Texas St,1,3,9,10,HOME,0.214944336660906
FCS,1,7,105,38,HOME,0
Coastal Car,1,5,7,3,HOME,0.32327706941078
Louisiana Tech,0,8,5,4,HOME,0.479172964225609
Oklahoma St,0,7,6,42,AWAY,0.534968323353985
Memphis,0,8,6,17,AWAY,0.524851937999456
Appalachian St,0,11,2,45,AWAY,0.712850366668184
Ga Southern,0,10,3,35,AWAY,0.603455934758269
Troy,0,10,3,21,HOME,0.591800333421546
Arkansas St,0,8,5,24,AWAY,0.530087709394212
ULM,0,6,6,28,HOME,0.375198524654095
Louisiana,0,7,7,10,AWAY,0.44271414717056
