opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,7,HOME,0
UCF,0,12,1,39,HOME,0.774701532567457
Boise St,0,10,3,55,AWAY,0.661241436284587
Syracuse,0,10,3,30,AWAY,0.678292056994081
Cincinnati,0,11,2,42,HOME,0.655429618417824
Memphis,0,8,6,41,AWAY,0.524851937999456
South Florida,0,7,6,8,AWAY,0.400887011838441
Massachusetts,0,4,8,5,HOME,0.254343288251207
Tulsa,0,3,9,30,AWAY,0.241391716481203
SMU,0,5,7,12,HOME,0.332345710726131
East Carolina,0,3,9,34,AWAY,0.216695196065081
Temple,0,8,5,50,HOME,0.522150088392504
