opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,3,HOME,0
Old Dominion,1,4,8,14,HOME,0.25538627982597
Houston,0,8,5,18,HOME,0.479970439263144
Hawaii,0,8,6,14,AWAY,0.408150406620541
Southern Miss,0,6,5,18,AWAY,0.357423567738257
Wake Forest,0,7,6,32,AWAY,0.501173626857492
UT San Antonio,0,3,9,17,HOME,0.172267348865855
UAB,0,11,3,42,HOME,0.56055806620704
Florida Intl,0,9,4,19,AWAY,0.497134971571666
North Texas,0,9,4,24,AWAY,0.541381233636251
UTEP,0,1,11,8,HOME,0.0110207184927679
Louisiana Tech,0,8,5,15,AWAY,0.479172964225609
LSU,0,10,3,32,AWAY,0.735572309717144
