opponent,result,win,loss,margin,location,opponent rating
Old Dominion,1,4,8,42,HOME,0.25538627982597
New Mexico,1,3,9,9,AWAY,0.251854482513044
Troy,1,10,3,6,HOME,0.591800333421546
FCS,1,7,105,7,HOME,0
New Mexico St,1,3,9,7,HOME,0.153979149049746
FCS,1,7,105,35,HOME,0
Army,0,11,2,24,AWAY,0.640276175877117
North Texas,0,9,4,40,HOME,0.541381233636251
New Mexico St,0,3,9,8,AWAY,0.153979149049746
Massachusetts,0,4,8,3,AWAY,0.254343288251207
Virginia,0,8,5,21,AWAY,0.562644906315841
Auburn,0,8,5,53,AWAY,0.642745675810216
