opponent,result,win,loss,margin,location,opponent rating
C Michigan,1,1,11,24,AWAY,0.100403986752639
Rutgers,1,1,11,41,HOME,0.138612686040577
TCU,1,7,6,1,HOME,0.487010655749268
FCS,0,7,105,3,HOME,0
Baylor,0,7,6,19,AWAY,0.457475899245689
Oklahoma St,0,7,6,20,HOME,0.534968323353985
West Virginia,0,8,4,16,AWAY,0.656882056858188
Texas Tech,0,5,7,32,AWAY,0.435467242517456
Iowa St,0,8,5,24,HOME,0.561229793368094
Kansas St,0,5,7,4,AWAY,0.47285293300288
Oklahoma,0,12,2,15,AWAY,0.764740060188682
Texas,0,10,4,7,HOME,0.640071305086225
