opponent,result,win,loss,margin,location,opponent rating
Virginia Tech,1,6,7,14,HOME,0.430625847701096
WKU,1,3,9,3,AWAY,0.229427327829947
North Texas,1,9,4,3,HOME,0.541381233636251
FCS,1,7,105,63,HOME,0
Liberty,0,6,6,42,AWAY,0.355251247841316
Florida Intl,0,9,4,8,HOME,0.497134971571666
Charlotte,0,5,7,3,AWAY,0.337664457437358
East Carolina,0,3,9,2,AWAY,0.216695196065081
FL Atlantic,0,5,7,19,AWAY,0.464365244957502
Marshall,0,9,4,22,HOME,0.556808262874295
MTSU,0,8,6,34,HOME,0.467875704477403
Rice,0,2,11,14,AWAY,0.0981415157038384
