opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,31,HOME,0
Massachusetts,1,4,8,21,HOME,0.254343288251207
Arkansas St,1,8,5,7,HOME,0.530087709394212
South Alabama,1,3,9,35,HOME,0.214704805609237
Texas St,1,3,9,2,AWAY,0.214944336660906
New Mexico St,1,3,9,17,AWAY,0.153979149049746
Appalachian St,1,11,2,20,HOME,0.712850366668184
Coastal Car,1,5,7,24,AWAY,0.32327706941078
Georgia St,1,2,10,21,AWAY,0.19549994605228
E Michigan,1,7,6,2,NEUTRAL,0.439358785186795
Clemson,0,14,0,31,AWAY,0.990812692799921
ULM,0,6,6,19,AWAY,0.375198524654095
Troy,0,10,3,14,HOME,0.591800333421546
