opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,11,HOME,0
Georgia St,1,2,10,34,HOME,0.19549994605228
Marshall,1,9,4,17,AWAY,0.556808262874295
Virginia,1,8,5,14,HOME,0.562644906315841
Boston College,1,7,5,5,HOME,0.581846892013108
Florida St,1,5,7,19,HOME,0.436235351803227
Louisville,1,2,10,42,AWAY,0.235775221413613
North Carolina,1,2,9,6,AWAY,0.256631219072605
East Carolina,1,3,9,55,HOME,0.216695196065081
Clemson,0,14,0,34,AWAY,0.990812692799921
Syracuse,0,10,3,10,AWAY,0.678292056994081
Wake Forest,0,7,6,4,HOME,0.501173626857492
Texas A&M,0,9,4,39,NEUTRAL,0.664633134138146
