opponent,result,win,loss,margin,location,opponent rating
Michigan,1,10,3,7,HOME,0.764887421508679
Ball St,1,4,8,8,HOME,0.192343675937456
Vanderbilt,1,6,7,5,HOME,0.509932850757502
Wake Forest,1,7,6,29,AWAY,0.501173626857492
Stanford,1,9,4,21,HOME,0.614297157377443
Virginia Tech,1,6,7,22,AWAY,0.430625847701096
Pittsburgh,1,7,7,5,HOME,0.521348597019389
Navy,1,3,10,22,NEUTRAL,0.315103022448376
Northwestern,1,9,5,10,AWAY,0.592124234277441
Florida St,1,5,7,29,HOME,0.436235351803227
Syracuse,1,10,3,33,NEUTRAL,0.678292056994081
USC,1,5,7,7,AWAY,0.438914806858621
Clemson,0,14,0,27,NEUTRAL,0.990812692799921
