opponent,result,win,loss,margin,location,opponent rating
North Carolina,1,2,9,7,HOME,0.256631219072605
BYU,1,7,6,3,AWAY,0.507034915829849
FCS,1,7,105,22,HOME,0
Oregon St,1,2,10,42,AWAY,0.173945302331521
Washington,1,10,4,2,HOME,0.660745564115389
USC,1,5,7,1,AWAY,0.438914806858621
Colorado,1,5,7,12,HOME,0.345555373227308
Oregon,0,9,4,18,HOME,0.520947378286872
Arizona,0,5,7,7,AWAY,0.424066220940179
UCLA,0,3,9,30,HOME,0.277638620281538
Washington St,0,11,2,6,AWAY,0.679506486962448
Stanford,0,9,4,10,HOME,0.614297157377443
TCU,0,7,6,3,NEUTRAL,0.487010655749268
