opponent,result,win,loss,margin,location,opponent rating
FL Atlantic,1,5,7,49,HOME,0.464365244957502
UCLA,1,3,9,28,HOME,0.277638620281538
Iowa St,1,8,5,10,AWAY,0.561229793368094
Army,1,11,2,7,HOME,0.640276175877117
Baylor,1,7,6,33,HOME,0.457475899245689
TCU,1,7,6,25,AWAY,0.487010655749268
Kansas St,1,5,7,37,HOME,0.47285293300288
Texas Tech,1,5,7,5,AWAY,0.435467242517456
Oklahoma St,1,7,6,1,HOME,0.534968323353985
Kansas,1,3,9,15,HOME,0.224065447147087
West Virginia,1,8,4,3,AWAY,0.656882056858188
Texas,1,10,4,12,NEUTRAL,0.640071305086225
Texas,0,10,4,3,NEUTRAL,0.640071305086225
Alabama,0,14,0,11,NEUTRAL,1
