opponent,result,win,loss,margin,location,opponent rating
Miami OH,1,6,6,7,AWAY,0.460810460375801
FCS,1,7,105,16,HOME,0
WKU,1,3,9,3,AWAY,0.229427327829947
Old Dominion,1,4,8,22,AWAY,0.25538627982597
FL Atlantic,1,5,7,24,HOME,0.464365244957502
Charlotte,1,5,7,17,HOME,0.337664457437358
UT San Antonio,1,3,9,23,HOME,0.172267348865855
Florida Intl,1,9,4,3,AWAY,0.497134971571666
South Florida,1,7,6,18,AWAY,0.400887011838441
NC State,0,9,4,17,HOME,0.62288371551841
MTSU,0,8,6,10,HOME,0.467875704477403
Southern Miss,0,6,5,2,AWAY,0.357423567738257
Virginia Tech,0,6,7,21,AWAY,0.430625847701096
