opponent,result,win,loss,margin,location,opponent rating
Colorado St,1,3,9,9,AWAY,0.173139698929123
Navy,1,3,10,18,HOME,0.315103022448376
Rice,1,2,11,14,HOME,0.0981415157038384
FCS,1,7,105,21,HOME,0
San Jose St,1,1,11,3,AWAY,0.175465955153662
Wyoming,1,6,6,4,HOME,0.426410626815904
UNLV,1,4,8,7,HOME,0.252051625752559
San Diego St,1,7,6,1,AWAY,0.453631722244208
Army,0,11,2,7,AWAY,0.640276175877117
BYU,0,7,6,26,AWAY,0.507034915829849
Nevada,0,8,5,18,HOME,0.462549617874116
Fresno St,0,12,2,30,AWAY,0.717287526132863
Utah St,0,11,2,39,HOME,0.709348819577072
Louisiana Tech,0,8,5,17,HOME,0.479172964225609
