opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,3,HOME,0
UT San Antonio,1,3,9,24,HOME,0.172267348865855
Oklahoma St,1,7,6,19,HOME,0.534968323353985
Kansas,1,3,9,4,HOME,0.224065447147087
Texas Tech,1,5,7,15,HOME,0.435467242517456
Mississippi St,0,8,5,21,HOME,0.682154921248824
West Virginia,0,8,4,29,AWAY,0.656882056858188
Texas,0,10,4,5,HOME,0.640071305086225
Baylor,0,7,6,3,AWAY,0.457475899245689
Oklahoma,0,12,2,37,AWAY,0.764740060188682
TCU,0,7,6,1,AWAY,0.487010655749268
Iowa St,0,8,5,4,AWAY,0.561229793368094
