opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,105,77,HOME,0
Toledo,1,7,6,25,AWAY,0.461848721670677
Florida Intl,1,9,4,14,HOME,0.497134971571666
North Carolina,1,2,9,37,HOME,0.256631219072605
Florida St,1,5,7,1,HOME,0.436235351803227
Virginia Tech,1,6,7,24,AWAY,0.430625847701096
Pittsburgh,1,7,7,21,HOME,0.521348597019389
LSU,0,10,3,16,NEUTRAL,0.735572309717144
Virginia,0,8,5,3,AWAY,0.562644906315841
Boston College,0,7,5,13,AWAY,0.581846892013108
Duke,0,8,5,8,HOME,0.567534200408638
Georgia Tech,0,7,6,6,AWAY,0.487344960542351
Wisconsin,0,8,5,32,NEUTRAL,0.567958674097364
