opponent,result,win,loss,margin,location,opponent rating
New Mexico St,1,3,9,47,HOME,0.153979149049746
FCS,1,7,105,61,HOME,0
Air Force,1,5,7,10,HOME,0.426229925953771
BYU,1,7,6,25,AWAY,0.507034915829849
UNLV,1,4,8,31,HOME,0.252051625752559
Wyoming,1,6,6,8,AWAY,0.426410626815904
New Mexico,1,3,9,42,HOME,0.251854482513044
Hawaii,1,8,6,39,AWAY,0.408150406620541
San Jose St,1,1,11,38,HOME,0.175465955153662
Colorado St,1,3,9,5,AWAY,0.173139698929123
North Texas,1,9,4,39,NEUTRAL,0.541381233636251
Michigan St,0,7,6,7,AWAY,0.520428272751941
Boise St,0,10,3,9,AWAY,0.661241436284587
