opponent,result,win,loss,margin,location,opponent rating
UNLV,1,4,8,22,HOME,0.252051625752559
Washington St,1,11,2,3,HOME,0.679506486962448
Arizona,1,5,7,4,AWAY,0.424066220940179
Colorado,1,5,7,11,HOME,0.345555373227308
Oregon St,1,2,10,17,AWAY,0.173945302331521
Stanford,0,9,4,14,AWAY,0.614297157377443
Texas,0,10,4,23,AWAY,0.640071305086225
Utah,0,9,5,13,AWAY,0.608802068565144
Arizona St,0,7,6,3,HOME,0.523774251519672
California,0,7,6,1,HOME,0.411141116490325
UCLA,0,3,9,7,AWAY,0.277638620281538
Notre Dame,0,12,1,7,HOME,0.844437257140175
