opponent,result,win,loss,margin,location,opponent rating
Rice,1,2,11,8,AWAY,0.0981415157038384
FCS,0,7,105,20,HOME,0
UNLV,0,4,8,28,AWAY,0.252051625752559
Tennessee,0,5,7,24,AWAY,0.422015962637634
New Mexico St,0,3,9,7,HOME,0.153979149049746
UT San Antonio,0,3,9,9,AWAY,0.172267348865855
North Texas,0,9,4,3,HOME,0.541381233636251
Louisiana Tech,0,8,5,7,AWAY,0.479172964225609
UAB,0,11,3,19,HOME,0.56055806620704
MTSU,0,8,6,16,HOME,0.467875704477403
WKU,0,3,9,24,AWAY,0.229427327829947
Southern Miss,0,6,5,32,HOME,0.357423567738257
