opponent,result,win,loss,margin,location,opponent rating
Kent,1,2,10,7,HOME,0.13037200946916
FCS,1,7,105,20,HOME,0
Rutgers,1,1,11,21,AWAY,0.138612686040577
Minnesota,1,7,6,24,HOME,0.499302449191155
South Florida,0,7,6,6,HOME,0.400887011838441
Penn St,0,9,4,39,HOME,0.665754163150452
Purdue,0,6,7,39,HOME,0.506030059410647
Wisconsin,0,8,5,29,AWAY,0.567958674097364
Maryland,0,5,7,30,AWAY,0.454061818330507
Nebraska,0,4,8,19,AWAY,0.415285209031898
Iowa,0,9,4,63,HOME,0.662166177976944
Northwestern,0,9,5,8,AWAY,0.592124234277441
