opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,103,77,HOME,0
Toledo,1,6,5,25,AWAY,0.474197516835611
Florida Intl,1,8,3,14,HOME,0.486756559770401
North Carolina,1,2,8,37,HOME,0.254738341564468
Florida St,1,5,6,1,HOME,0.441002516610184
Virginia Tech,1,4,6,24,AWAY,0.366584069726255
LSU,0,9,2,16,NEUTRAL,0.743968216947462
Virginia,0,7,4,3,AWAY,0.550976773977078
Boston College,0,7,4,13,AWAY,0.602731424654135
Duke,0,7,4,8,HOME,0.577113965085834
Georgia Tech,0,7,4,6,AWAY,0.537877091482339
