opponent,result,win,loss,margin,location,opponent rating
Texas,1,8,3,5,HOME,0.649155282118634
Bowling Green,1,3,8,31,AWAY,0.157930553632123
Minnesota,1,5,6,29,HOME,0.408892615227788
Rutgers,1,1,10,27,HOME,0.141021849416243
Illinois,1,4,7,30,HOME,0.247589566186427
Temple,0,7,4,21,HOME,0.579306316125224
Michigan,0,10,1,21,AWAY,0.870043390965732
Iowa,0,7,4,23,AWAY,0.6467574083397
Michigan St,0,6,5,21,HOME,0.545476620372111
Indiana,0,5,6,2,AWAY,0.445239679974541
Ohio St,0,10,1,1,HOME,0.731656877554098
