opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,103,3,HOME,0
Houston,0,8,3,18,HOME,0.568766378207422
Hawaii,0,7,5,14,AWAY,0.398024205014818
Southern Miss,0,5,5,18,AWAY,0.335709102219084
Wake Forest,0,5,6,32,AWAY,0.403271939210447
UT San Antonio,0,3,8,17,HOME,0.156729359475163
UAB,0,9,2,42,HOME,0.550737444439844
Florida Intl,0,8,3,19,AWAY,0.486756559770401
North Texas,0,8,3,24,AWAY,0.567131766383688
UTEP,0,1,10,8,HOME,0.0245410837264336
Louisiana Tech,0,7,4,15,AWAY,0.498743759975181
LSU,0,9,2,32,AWAY,0.743968216947462
