opponent,result,win,loss,margin,location,opponent rating
W Michigan,1,6,5,13,AWAY,0.441280750494536
FCS,1,7,103,52,HOME,0
Florida St,1,5,6,23,HOME,0.441002516610184
Connecticut,1,1,10,30,HOME,0.0744965041727562
North Carolina,1,2,8,3,HOME,0.254738341564468
NC State,1,7,3,10,HOME,0.646752115296937
Wake Forest,1,5,6,17,AWAY,0.403271939210447
Louisville,1,2,9,31,HOME,0.236257861351545
Clemson,0,11,0,4,AWAY,0.942564618158182
Pittsburgh,0,7,4,7,AWAY,0.573247112794554
Notre Dame,0,11,0,33,NEUTRAL,0.858984150664531
