opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,103,3,HOME,0
Southern Miss,1,5,5,1,AWAY,0.335709102219084
Coastal Car,1,5,6,25,AWAY,0.333241192898541
Texas St,1,3,8,6,HOME,0.224474858691945
Ga Southern,1,8,3,19,HOME,0.572079869444525
South Alabama,1,2,9,28,AWAY,0.167967087108059
Texas A&M,0,7,4,38,AWAY,0.626254997347083
Troy,0,9,2,8,HOME,0.588872772239511
Georgia St,0,2,9,32,AWAY,0.201363606802791
Mississippi,0,5,6,49,AWAY,0.478114122869196
Arkansas St,0,7,4,14,AWAY,0.524067848296713
