opponent,result,win,loss,margin,location,opponent rating
W Michigan,1,6,5,46,HOME,0.441280750494536
SMU,1,5,6,25,HOME,0.363842372467035
Nebraska,1,4,7,46,HOME,0.425057447904111
Northwestern,1,7,4,3,AWAY,0.587573482160584
Maryland,1,5,6,21,HOME,0.488866822633855
Wisconsin,1,7,4,25,HOME,0.575798470126582
Michigan St,1,6,5,14,AWAY,0.545476620372111
Penn St,1,8,3,35,HOME,0.674601523595783
Rutgers,1,1,10,35,AWAY,0.141021849416243
Indiana,1,5,6,11,HOME,0.445239679974541
Notre Dame,0,11,0,7,AWAY,0.858984150664531
